客户ID,年龄,性别,购买商品,商品类别,消费金额(美元),所在州,尺码,颜色,季节,评分,是否订阅,配送方式,是否使用折扣,是否使用优惠码,历史购买次数,支付方式,购买频率
3535,65,女,鞋子,鞋履,83,Delaware,M,灰色,秋,3.2,否,快递,否,No,7,现金,每周
3536,68,女,短裤,服装,51,Mississippi,M,红色,夏,5.0,否,快递,否,No,20,借记卡,每月
3537,55,女,手提包,配饰,21,Minnesota,L,桃色,春,4.5,否,快递,否,No,10,Venmo,每月
3538,57,女,手提包,配饰,92,Georgia,M,灰色,春,3.5,否,标准快递,否,No,40,信用卡,每三个月
3539,56,女,鞋子,鞋履,63,Iowa,S,白色,春,4.5,否,门店自提,否,No,21,Venmo,每月
3540,29,女,首饰,配饰,56,New York,S,绿色,春,3.2,否,快递,否,No,17,信用卡,双周
3541,24,女,短裤,服装,95,Nevada,M,品红色,春,4.6,否,包邮,否,No,5,银行转账,每周
3542,59,女,女式衬衫,服装,66,Virginia,M,橄榄绿,冬,4.0,否,次日达,否,No,22,PayPal,每年
3543,62,女,大衣,外套,28,Idaho,S,橄榄绿,春,4.2,否,快递,否,No,5,Venmo,每周
3544,58,女,帽子,配饰,83,Colorado,M,蓝色,冬,4.1,否,标准快递,否,No,18,PayPal,每三个月
3545,64,女,袜子,服装,55,Wisconsin,XL,炭灰色,秋,3.6,否,两日达,否,No,42,现金,每三个月
3546,48,女,凉鞋,鞋履,28,Connecticut,M,黄色,春,3.7,否,两日达,否,No,22,借记卡,每年
3547,60,女,围巾,配饰,79,Kansas,M,紫罗兰色,夏,3.6,否,包邮,否,No,37,银行转账,双周
3548,52,女,围巾,配饰,31,Pennsylvania,L,品红色,夏,3.8,否,标准快递,否,No,23,信用卡,每年
3549,63,女,女式衬衫,服装,37,Utah,M,红色,秋,3.0,否,标准快递,否,No,47,借记卡,每两周
3550,44,女,T恤,服装,34,Oregon,M,青色,夏,3.4,否,两日达,否,No,11,银行转账,每两周
3551,63,女,鞋子,鞋履,74,West Virginia,S,橙色,冬,4.8,否,标准快递,否,No,32,现金,每周
3552,66,女,手套,配饰,31,Montana,L,黑色,春,2.6,否,门店自提,否,No,20,Venmo,每周
3553,22,女,太阳镜,配饰,66,Kentucky,M,蓝色,冬,2.9,否,次日达,否,No,3,PayPal,每季
3554,62,女,鞋子,鞋履,99,Minnesota,M,炭灰色,春,4.9,否,包邮,否,No,32,银行转账,每周
3555,39,女,连衣裙,服装,55,Louisiana,M,靛蓝色,春,5.0,否,包邮,否,No,5,信用卡,每两周
3556,25,女,女式衬衫,服装,23,Delaware,L,银色,春,4.6,否,次日达,否,No,45,现金,每季
3557,70,女,毛衣,服装,88,Arizona,M,棕色,秋,4.2,否,快递,否,No,43,现金,双周
3558,52,女,夹克,外套,26,Nevada,M,桃色,夏,4.9,否,次日达,否,No,1,PayPal,每三个月
3559,68,女,双肩包,配饰,94,Alaska,L,品红色,夏,4.8,否,标准快递,否,No,9,Venmo,每季
3560,18,女,短裤,服装,25,Utah,M,米色,秋,3.0,否,次日达,否,No,13,Venmo,每三个月
3561,18,女,袜子,服装,96,Kansas,XL,紫罗兰色,秋,3.5,否,快递,否,No,5,信用卡,每年
3562,63,女,运动鞋,鞋履,29,North Carolina,L,黑色,春,3.4,否,标准快递,否,No,39,信用卡,每两周
3563,47,女,运动鞋,鞋履,36,Maryland,M,青色,冬,3.4,否,包邮,否,No,7,银行转账,每周
3564,43,女,女式衬衫,服装,90,Maine,M,绿色,夏,4.9,否,标准快递,否,No,8,信用卡,每三个月
3565,60,女,手套,配饰,38,Illinois,S,棕色,夏,4.4,否,包邮,否,No,40,Venmo,每年
3566,49,女,手提包,配饰,52,Pennsylvania,S,灰色,春,4.2,否,门店自提,否,No,35,PayPal,每月
3567,28,女,牛仔裤,服装,88,Alaska,S,橙色,春,3.1,否,次日达,否,No,14,Venmo,每月
3568,32,女,围巾,配饰,56,New Mexico,S,银色,夏,4.0,否,次日达,否,No,26,信用卡,每月
3569,29,女,凉鞋,鞋履,71,Arkansas,M,紫色,春,4.8,否,次日达,否,No,14,PayPal,每季
3570,35,女,凉鞋,鞋履,94,Alaska,M,橄榄绿,秋,3.3,否,快递,否,No,9,银行转账,每两周
3571,23,女,连衣裙,服装,97,Louisiana,XL,青绿色,冬,4.7,否,标准快递,否,No,32,借记卡,每年
3572,70,女,半身裙,服装,27,North Dakota,M,白色,夏,3.2,否,标准快递,否,No,15,银行转账,每三个月
3573,23,女,短裤,服装,28,Rhode Island,M,黑色,春,5.0,否,标准快递,否,No,25,信用卡,每月
3574,43,女,牛仔裤,服装,67,Connecticut,L,栗色,秋,4.9,否,包邮,否,No,27,PayPal,每月
3575,29,女,袜子,服装,70,New York,M,青色,秋,4.9,否,快递,否,No,39,银行转账,每季
3576,61,女,大衣,外套,95,Kentucky,M,紫罗兰色,秋,3.7,否,快递,否,No,49,Venmo,双周
3577,29,女,靴子,鞋履,24,Maine,L,黄色,春,3.0,否,快递,否,No,12,Venmo,双周
3578,66,女,腰带,配饰,35,Missouri,S,黄色,冬,2.6,否,标准快递,否,No,13,银行转账,每周
3579,46,女,鞋子,鞋履,22,Georgia,L,橄榄绿,冬,2.6,否,标准快递,否,No,22,银行转账,每季
3580,34,女,围巾,配饰,66,Arizona,L,橄榄绿,秋,4.8,否,标准快递,否,No,19,信用卡,每三个月
3581,51,女,女式衬衫,服装,83,New Hampshire,M,品红色,夏,3.2,否,两日达,否,No,3,现金,双周
3582,26,女,连衣裙,服装,95,Georgia,M,橙色,秋,4.9,否,次日达,否,No,50,信用卡,每周
3583,23,女,短裤,服装,41,California,S,米色,夏,3.4,否,两日达,否,No,15,PayPal,每年
3584,52,女,女式衬衫,服装,77,Arizona,L,棕色,夏,2.7,否,门店自提,否,No,44,信用卡,每三个月
3585,39,女,运动鞋,鞋履,52,Florida,L,靛蓝色,秋,4.8,否,快递,否,No,48,借记卡,每月
3586,39,女,手套,配饰,41,New York,XL,灰色,冬,4.1,否,标准快递,否,No,4,Venmo,双周
3587,33,女,卫衣,服装,28,Idaho,M,黄色,冬,4.6,否,门店自提,否,No,12,PayPal,双周
3588,33,女,毛衣,服装,90,Virginia,S,紫罗兰色,夏,4.4,否,标准快递,否,No,33,借记卡,每年
3589,23,女,太阳镜,配饰,55,Michigan,M,品红色,春,3.5,否,两日达,否,No,40,现金,每年
3590,31,女,腰带,配饰,73,New Hampshire,M,蓝色,春,4.8,否,次日达,否,No,38,现金,每三个月
3591,27,女,连衣裙,服装,87,South Dakota,M,灰色,秋,2.9,否,两日达,否,No,19,Venmo,每三个月
3592,48,女,夹克,外套,89,South Dakota,M,金色,冬,3.2,否,两日达,否,No,38,银行转账,每季
3593,61,女,靴子,鞋履,82,New Jersey,L,薰衣草紫,春,4.4,否,两日达,否,No,18,Venmo,每两周
3594,63,女,凉鞋,鞋履,80,Wyoming,M,黑色,春,4.6,否,次日达,否,No,24,PayPal,每月
3595,19,女,围巾,配饰,87,Alabama,L,炭灰色,夏,2.6,否,两日达,否,No,29,Venmo,每季
3596,21,女,女式衬衫,服装,41,South Dakota,M,紫罗兰色,春,3.1,否,门店自提,否,No,14,PayPal,每年
3597,28,女,卫衣,服装,83,South Carolina,M,炭灰色,春,4.3,否,标准快递,否,No,44,现金,每两周
3598,29,女,太阳镜,配饰,71,New Mexico,M,栗色,夏,3.1,否,标准快递,否,No,18,银行转账,每季
3599,23,女,卫衣,服装,76,Connecticut,XL,紫色,春,4.6,否,门店自提,否,No,19,银行转账,双周
3600,37,女,围巾,配饰,34,Kansas,S,桃色,春,4.6,否,快递,否,No,4,现金,每周
3601,67,女,连衣裙,服装,81,South Carolina,XL,橄榄绿,春,2.7,否,包邮,否,No,25,现金,双周
3602,34,女,T恤,服装,47,North Carolina,M,靛蓝色,夏,3.0,否,次日达,否,No,3,PayPal,每月
3603,58,女,半身裙,服装,36,Wyoming,S,品红色,夏,3.3,否,门店自提,否,No,40,借记卡,每季
3604,45,女,牛仔裤,服装,51,Louisiana,M,金色,春,2.7,否,包邮,否,No,5,现金,每周
3605,63,女,卫衣,服装,86,Louisiana,M,橙色,秋,3.3,否,标准快递,否,No,17,借记卡,每年
3606,68,女,牛仔裤,服装,41,Alabama,M,金色,秋,4.3,否,门店自提,否,No,36,银行转账,每三个月
3607,41,女,凉鞋,鞋履,90,Minnesota,XL,紫色,秋,4.8,否,快递,否,No,41,Venmo,每年
3608,50,女,帽子,配饰,93,New Mexico,L,炭灰色,秋,3.3,否,标准快递,否,No,20,Venmo,双周
3609,24,女,手套,配饰,56,Tennessee,M,青色,秋,4.3,否,次日达,否,No,2,现金,每三个月
3610,21,女,袜子,服装,39,New Mexico,M,青色,夏,3.0,否,两日达,否,No,31,借记卡,每月
3611,18,女,夹克,外套,86,Texas,XL,绿色,秋,4.8,否,两日达,否,No,23,银行转账,每两周
3612,63,女,T恤,服装,82,Washington,M,银色,春,2.9,否,标准快递,否,No,30,信用卡,每年
3613,47,女,凉鞋,鞋履,29,Michigan,M,青绿色,夏,3.6,否,标准快递,否,No,26,现金,每三个月
3614,58,女,帽子,配饰,27,Minnesota,M,品红色,秋,3.5,否,门店自提,否,No,40,Venmo,每年
3615,46,女,手套,配饰,25,Delaware,L,栗色,春,4.7,否,两日达,否,No,19,银行转账,每年
3616,35,女,连衣裙,服装,31,California,M,金色,冬,4.4,否,包邮,否,No,4,信用卡,每月
3617,42,女,卫衣,服装,23,Wisconsin,L,紫色,冬,3.3,否,门店自提,否,No,33,借记卡,每两周
3618,48,女,腰带,配饰,47,Kentucky,M,薰衣草紫,秋,4.3,否,快递,否,No,29,借记卡,每月
3619,28,女,手套,配饰,67,Nevada,M,栗色,秋,4.0,否,两日达,否,No,47,PayPal,双周
3620,44,女,围巾,配饰,75,North Carolina,S,品红色,冬,4.9,否,两日达,否,No,50,Venmo,每周
3621,60,女,凉鞋,鞋履,82,Louisiana,M,绿松石色,夏,2.9,否,快递,否,No,28,信用卡,每两周
3622,38,女,运动鞋,鞋履,32,New Jersey,XL,银色,夏,4.0,否,两日达,否,No,5,现金,每两周
3623,46,女,连衣裙,服装,41,Wisconsin,M,紫色,秋,4.3,否,门店自提,否,No,12,信用卡,每年
3624,39,女,首饰,配饰,89,Arkansas,M,紫罗兰色,冬,2.7,否,两日达,否,No,4,PayPal,每周
3625,22,女,帽子,配饰,82,Texas,XL,桃色,秋,5.0,否,门店自提,否,No,22,银行转账,双周
3626,44,女,围巾,配饰,99,Illinois,L,绿色,冬,4.4,否,快递,否,No,32,PayPal,每周
3627,69,女,女式衬衫,服装,98,Mississippi,L,青绿色,秋,3.5,否,快递,否,No,32,Venmo,每季
3628,39,女,腰带,配饰,54,Delaware,M,银色,冬,3.3,否,次日达,否,No,48,现金,每三个月
3629,53,女,女式衬衫,服装,88,Georgia,L,紫色,夏,3.8,否,包邮,否,No,35,信用卡,每月
3630,52,女,T恤,服装,43,Kansas,L,薰衣草紫,夏,4.5,否,标准快递,否,No,44,借记卡,每两周
3631,65,女,帽子,配饰,73,Oklahoma,M,薰衣草紫,冬,4.8,否,门店自提,否,No,29,现金,每周
3632,48,女,帽子,配饰,50,New Jersey,M,桃色,秋,2.9,否,门店自提,否,No,26,信用卡,每月
3633,27,女,运动鞋,鞋履,73,Utah,L,绿色,春,3.2,否,快递,否,No,3,借记卡,每季
3634,39,女,手套,配饰,51,Montana,M,橙色,春,2.8,否,包邮,否,No,1,银行转账,双周
3635,59,女,袜子,服装,22,Ohio,M,粉色,冬,3.3,否,标准快递,否,No,17,PayPal,每年
3636,52,女,凉鞋,鞋履,32,Colorado,L,青色,秋,3.3,否,包邮,否,No,17,信用卡,每两周
3637,50,女,凉鞋,鞋履,38,California,L,薰衣草紫,夏,4.2,否,两日达,否,No,36,现金,每周
3638,32,女,靴子,鞋履,66,Utah,L,黄色,冬,3.6,否,快递,否,No,32,信用卡,每两周
3639,40,女,双肩包,配饰,20,Kansas,M,橄榄绿,春,4.6,否,快递,否,No,50,PayPal,双周
3640,26,女,大衣,外套,44,Illinois,M,棕色,夏,3.6,否,两日达,否,No,39,Venmo,每年
3641,47,女,太阳镜,配饰,31,Minnesota,L,粉色,春,4.0,否,次日达,否,No,17,PayPal,每月
3642,51,女,夹克,外套,45,New York,M,青色,秋,2.7,否,包邮,否,No,39,银行转账,每三个月
3643,47,女,连衣裙,服装,71,Arizona,L,栗色,夏,4.4,否,门店自提,否,No,5,PayPal,每年
3644,53,女,围巾,配饰,96,Tennessee,XL,品红色,秋,3.2,否,标准快递,否,No,47,借记卡,每年
3645,35,女,女式衬衫,服装,32,Arkansas,M,紫罗兰色,冬,2.6,否,次日达,否,No,18,Venmo,每周
3646,38,女,双肩包,配饰,90,Colorado,L,银色,夏,3.4,否,包邮,否,No,31,信用卡,每三个月
3647,69,女,首饰,配饰,68,Nevada,M,栗色,春,5.0,否,两日达,否,No,39,借记卡,每两周
3648,47,女,短裤,服装,45,Kansas,M,灰色,冬,2.9,否,门店自提,否,No,12,银行转账,每周
3649,31,女,半身裙,服装,67,New York,M,白色,冬,5.0,否,包邮,否,No,45,现金,双周
3650,68,女,半身裙,服装,57,Minnesota,M,棕色,秋,4.4,否,标准快递,否,No,33,信用卡,每两周
3651,51,女,牛仔裤,服装,60,Ohio,M,银色,夏,3.5,否,两日达,否,No,3,PayPal,每年
3652,20,女,手提包,配饰,32,Arizona,M,黄色,春,3.8,否,快递,否,No,5,Venmo,每三个月
3653,27,女,手提包,配饰,29,Kentucky,S,品红色,秋,3.8,否,门店自提,否,No,23,借记卡,每月
3654,67,女,大衣,外套,20,Minnesota,M,蓝色,春,3.9,否,次日达,否,No,39,信用卡,每两周
3655,21,女,首饰,配饰,98,Arkansas,M,绿色,冬,3.3,否,次日达,否,No,10,信用卡,每年
3656,20,女,毛衣,服装,27,Wyoming,M,黄色,秋,2.9,否,次日达,否,No,4,信用卡,双周
3657,35,女,夹克,外套,67,North Dakota,XL,青色,春,3.7,否,两日达,否,No,18,信用卡,每月
3658,58,女,鞋子,鞋履,82,Alabama,L,金色,冬,3.7,否,快递,否,No,1,借记卡,每三个月
3659,28,女,T恤,服装,72,Mississippi,M,品红色,秋,4.6,否,标准快递,否,No,18,PayPal,每两周
3660,27,女,凉鞋,鞋履,77,Illinois,S,灰色,秋,4.9,否,门店自提,否,No,46,银行转账,每年
3661,19,女,鞋子,鞋履,74,Arkansas,L,靛蓝色,冬,3.1,否,两日达,否,No,13,银行转账,每两周
3662,63,女,凉鞋,鞋履,39,Kansas,S,白色,冬,3.5,否,次日达,否,No,5,信用卡,每两周
3663,69,女,短裤,服装,80,Rhode Island,M,靛蓝色,春,4.9,否,次日达,否,No,11,借记卡,每周
3664,65,女,双肩包,配饰,59,Florida,M,绿色,夏,4.4,否,快递,否,No,49,信用卡,每周
3665,63,女,夹克,外套,68,Missouri,M,绿松石色,秋,4.4,否,门店自提,否,No,1,借记卡,每两周
3666,28,女,袜子,服装,77,North Carolina,M,桃色,秋,3.4,否,次日达,否,No,11,信用卡,每季
3667,67,女,首饰,配饰,50,Alabama,M,橄榄绿,冬,3.0,否,两日达,否,No,47,现金,每三个月
3668,51,女,长裤,服装,45,Washington,L,青色,秋,2.6,否,次日达,否,No,20,Venmo,每月
3669,59,女,女式衬衫,服装,71,Michigan,XL,品红色,夏,3.2,否,门店自提,否,No,18,Venmo,每年
3670,25,女,袜子,服装,52,Washington,S,银色,秋,4.6,否,门店自提,否,No,43,PayPal,每季
3671,31,女,鞋子,鞋履,50,Vermont,S,白色,冬,3.8,否,包邮,否,No,4,PayPal,每三个月
3672,62,女,手提包,配饰,66,Illinois,L,粉色,夏,4.8,否,两日达,否,No,20,Venmo,每季
3673,51,女,凉鞋,鞋履,81,New York,S,粉色,秋,4.5,否,包邮,否,No,7,PayPal,每月
3674,32,女,袜子,服装,28,Rhode Island,M,粉色,夏,4.2,否,两日达,否,No,31,银行转账,每两周
3675,35,女,手提包,配饰,65,Washington,M,蓝色,冬,2.7,否,两日达,否,No,41,Venmo,每两周
3676,70,女,帽子,配饰,80,Virginia,M,白色,冬,4.5,否,快递,否,No,3,银行转账,每月
3677,19,女,首饰,配饰,94,Wisconsin,S,青绿色,春,4.9,否,包邮,否,No,16,PayPal,每月
3678,32,女,双肩包,配饰,30,Michigan,M,灰色,秋,2.8,否,标准快递,否,No,43,现金,每年
3679,56,女,衬衫,服装,45,Texas,S,米色,秋,3.5,否,标准快递,否,No,29,银行转账,每两周
3680,53,女,大衣,外套,91,Idaho,M,紫罗兰色,夏,2.5,否,门店自提,否,No,5,现金,双周
3681,22,女,太阳镜,配饰,36,Iowa,S,蓝色,冬,2.9,否,标准快递,否,No,30,借记卡,每季
3682,26,女,手套,配饰,73,Connecticut,XL,品红色,秋,4.2,否,次日达,否,No,33,借记卡,每月
3683,42,女,衬衫,服装,60,Wyoming,M,栗色,秋,4.6,否,门店自提,否,No,46,Venmo,双周
3684,30,女,袜子,服装,77,Mississippi,M,紫色,冬,3.0,否,包邮,否,No,17,Venmo,每两周
3685,29,女,半身裙,服装,86,Pennsylvania,L,炭灰色,春,4.4,否,包邮,否,No,47,信用卡,双周
3686,47,女,短裤,服装,42,Tennessee,L,红色,夏,2.6,否,标准快递,否,No,17,现金,双周
3687,59,女,凉鞋,鞋履,70,Louisiana,M,炭灰色,春,4.8,否,包邮,否,No,17,现金,双周
3688,34,女,衬衫,服装,44,Arkansas,L,薰衣草紫,夏,2.9,否,次日达,否,No,28,银行转账,每三个月
3689,52,女,太阳镜,配饰,91,West Virginia,L,白色,春,3.0,否,次日达,否,No,8,现金,每月
3690,47,女,首饰,配饰,30,South Carolina,L,红色,秋,4.5,否,标准快递,否,No,8,银行转账,每季
3691,24,女,女式衬衫,服装,23,Kansas,S,紫罗兰色,秋,3.7,否,门店自提,否,No,4,银行转账,双周
3692,63,女,凉鞋,鞋履,21,Michigan,XL,橙色,夏,4.8,否,次日达,否,No,24,PayPal,每周
3693,59,女,大衣,外套,34,Alabama,L,绿松石色,春,4.8,否,包邮,否,No,29,现金,每两周
3694,66,女,女式衬衫,服装,46,South Dakota,M,紫罗兰色,夏,4.7,否,两日达,否,No,10,Venmo,每周
3695,45,女,毛衣,服装,41,Rhode Island,M,蓝色,冬,2.6,否,快递,否,No,11,PayPal,双周
3696,38,女,半身裙,服装,33,Florida,M,白色,秋,4.6,否,标准快递,否,No,18,银行转账,每两周
3697,63,女,女式衬衫,服装,48,Connecticut,L,绿松石色,秋,3.4,否,次日达,否,No,26,银行转账,每年
3698,55,女,卫衣,服装,66,Pennsylvania,L,粉色,冬,3.0,否,标准快递,否,No,39,现金,每周
3699,25,女,半身裙,服装,54,California,XL,栗色,春,4.0,否,两日达,否,No,4,Venmo,每年
3700,51,女,双肩包,配饰,55,Oklahoma,M,橄榄绿,秋,2.6,否,门店自提,否,No,24,银行转账,每周
3701,28,女,手提包,配饰,84,North Dakota,XL,炭灰色,夏,3.4,否,门店自提,否,No,2,银行转账,每三个月
3702,46,女,凉鞋,鞋履,66,New Mexico,M,炭灰色,春,4.5,否,门店自提,否,No,36,现金,每年
3703,58,女,鞋子,鞋履,65,South Carolina,M,靛蓝色,春,2.7,否,门店自提,否,No,36,Venmo,每周
3704,30,女,凉鞋,鞋履,83,Michigan,S,青绿色,秋,2.9,否,标准快递,否,No,23,PayPal,每三个月
3705,68,女,太阳镜,配饰,61,Missouri,L,黑色,冬,4.0,否,门店自提,否,No,36,信用卡,每季
3706,28,女,半身裙,服装,65,Colorado,L,青绿色,夏,3.2,否,包邮,否,No,2,借记卡,每年
3707,26,女,凉鞋,鞋履,55,Kansas,M,绿色,春,4.0,否,门店自提,否,No,17,现金,双周
3708,35,女,手套,配饰,79,Illinois,M,金色,秋,3.4,否,两日达,否,No,19,Venmo,每周
3709,40,女,卫衣,服装,96,South Carolina,M,红色,秋,4.9,否,快递,否,No,41,PayPal,每月
3710,31,女,袜子,服装,43,Utah,M,银色,秋,3.6,否,包邮,否,No,27,PayPal,每季
3711,60,女,首饰,配饰,40,Hawaii,M,黄色,夏,3.6,否,两日达,否,No,32,银行转账,每两周
3712,69,女,帽子,配饰,62,Texas,XL,桃色,秋,3.2,否,包邮,否,No,33,现金,每年
3713,51,女,女式衬衫,服装,72,Oregon,M,绿松石色,春,3.7,否,两日达,否,No,24,PayPal,每季
3714,49,女,鞋子,鞋履,87,Arizona,M,桃色,春,2.6,否,快递,否,No,31,借记卡,每三个月
3715,18,女,帽子,配饰,31,New York,S,桃色,冬,3.9,否,快递,否,No,35,信用卡,每周
3716,63,女,太阳镜,配饰,34,Nebraska,S,橙色,秋,3.4,否,包邮,否,No,2,银行转账,每月
3717,57,女,衬衫,服装,53,Vermont,M,炭灰色,秋,3.4,否,次日达,否,No,42,借记卡,每三个月
3718,45,女,T恤,服装,85,Maryland,XL,白色,夏,4.2,否,快递,否,No,47,银行转账,每三个月
3719,36,女,长裤,服装,50,Tennessee,L,绿松石色,秋,2.9,否,标准快递,否,No,44,银行转账,双周
3720,20,女,长裤,服装,91,Pennsylvania,M,红色,夏,4.1,否,包邮,否,No,8,银行转账,每三个月
3721,21,女,帽子,配饰,56,South Carolina,M,桃色,秋,3.6,否,包邮,否,No,13,信用卡,每季
3722,62,女,大衣,外套,60,Connecticut,L,粉色,秋,4.0,否,次日达,否,No,10,现金,每年
3723,23,女,夹克,外套,34,Kentucky,XL,黄色,秋,4.0,否,标准快递,否,No,1,信用卡,每两周
3724,26,女,凉鞋,鞋履,30,Rhode Island,M,米色,春,3.6,否,包邮,否,No,1,借记卡,每月
3725,30,女,手套,配饰,71,Colorado,L,绿色,冬,3.1,否,快递,否,No,18,银行转账,每年
3726,18,女,连衣裙,服装,100,Oklahoma,S,绿松石色,冬,4.4,否,次日达,否,No,2,PayPal,每年
3727,47,女,腰带,配饰,85,Idaho,XL,橙色,秋,4.3,否,次日达,否,No,36,借记卡,每三个月
3728,41,女,袜子,服装,83,Maine,M,金色,夏,3.5,否,次日达,否,No,17,借记卡,双周
3729,62,女,夹克,外套,31,Vermont,L,红色,冬,3.0,否,标准快递,否,No,1,借记卡,每年
3730,28,女,靴子,鞋履,82,Rhode Island,M,青绿色,春,4.7,否,两日达,否,No,50,现金,每季
3731,46,女,衬衫,服装,79,Florida,M,青绿色,夏,2.5,否,两日达,否,No,3,信用卡,双周
3732,54,女,帽子,配饰,62,West Virginia,M,薰衣草紫,春,3.1,否,两日达,否,No,45,PayPal,每季
3733,36,女,鞋子,鞋履,92,Indiana,L,粉色,春,3.3,否,包邮,否,No,28,PayPal,每年
3734,25,女,袜子,服装,58,Illinois,M,栗色,秋,4.7,否,次日达,否,No,6,借记卡,每三个月
3735,38,女,卫衣,服装,88,California,M,米色,春,3.4,否,次日达,否,No,33,借记卡,每三个月
3736,38,女,凉鞋,鞋履,44,Massachusetts,L,橙色,春,3.1,否,两日达,否,No,29,PayPal,每年
3737,42,女,牛仔裤,服装,56,Idaho,M,红色,春,4.6,否,门店自提,否,No,2,PayPal,每三个月
3738,19,女,首饰,配饰,23,Kentucky,S,栗色,冬,4.9,否,包邮,否,No,43,PayPal,双周
3739,34,女,短裤,服装,45,Delaware,M,棕色,春,2.7,否,包邮,否,No,48,现金,每两周
